,code,desc,rule
69,O63.2,"Delayed delivery of second twin, triplet, etc.",maternity
70,O63.9,"Long labor, unspecified",maternity
71,O64.0XX0,"Obstructed labor due to incomplete rotation of fetal head, not applicable or unspecified",maternity
72,O64.0XX1,"Obstructed labor due to incomplete rotation of fetal head, fetus 1",maternity
73,O64.0XX2,"Obstructed labor due to incomplete rotation of fetal head, fetus 2",maternity
74,O64.0XX3,"Obstructed labor due to incomplete rotation of fetal head, fetus 3",maternity
75,O64.0XX4,"Obstructed labor due to incomplete rotation of fetal head, fetus 4",maternity
76,O64.0XX5,"Obstructed labor due to incomplete rotation of fetal head, fetus 5",maternity
77,O64.0XX9,"Obstructed labor due to incomplete rotation of fetal head, other fetus",maternity
78,O64.1XX0,"Obstructed labor due to breech presentation, not applicable or unspecified",maternity
79,O64.1XX1,"Obstructed labor due to breech presentation, fetus 1",maternity
80,O64.1XX2,"Obstructed labor due to breech presentation, fetus 2",maternity
81,O64.1XX3,"Obstructed labor due to breech presentation, fetus 3",maternity
82,O64.1XX4,"Obstructed labor due to breech presentation, fetus 4",maternity
83,O64.1XX5,"Obstructed labor due to breech presentation, fetus 5",maternity
84,O64.1XX9,"Obstructed labor due to breech presentation, other fetus",maternity
85,O64.2XX0,"Obstructed labor due to face presentation, not applicable or unspecified",maternity
86,O64.2XX1,"Obstructed labor due to face presentation, fetus 1",maternity
87,O64.2XX2,"Obstructed labor due to face presentation, fetus 2",maternity
88,O64.2XX3,"Obstructed labor due to face presentation, fetus 3",maternity
89,O64.2XX4,"Obstructed labor due to face presentation, fetus 4",maternity
90,O64.2XX5,"Obstructed labor due to face presentation, fetus 5",maternity
91,O64.2XX9,"Obstructed labor due to face presentation, other fetus",maternity
92,O64.3XX0,"Obstructed labor due to brow presentation, not applicable or unspecified",maternity
93,O64.3XX1,"Obstructed labor due to brow presentation, fetus 1",maternity
94,O64.3XX2,"Obstructed labor due to brow presentation, fetus 2",maternity
95,O64.3XX3,"Obstructed labor due to brow presentation, fetus 3",maternity
96,O64.3XX4,"Obstructed labor due to brow presentation, fetus 4",maternity
97,O64.3XX5,"Obstructed labor due to brow presentation, fetus 5",maternity
98,O64.3XX9,"Obstructed labor due to brow presentation, other fetus",maternity
99,O64.4XX0,"Obstructed labor due to shoulder presentation, not applicable or unspecified",maternity
0,O64.4XX1,"Obstructed labor due to shoulder presentation, fetus 1",maternity
1,O64.4XX2,"Obstructed labor due to shoulder presentation, fetus 2",maternity
2,O64.4XX3,"Obstructed labor due to shoulder presentation, fetus 3",maternity
3,O64.4XX4,"Obstructed labor due to shoulder presentation, fetus 4",maternity
4,O64.4XX5,"Obstructed labor due to shoulder presentation, fetus 5",maternity
5,O64.4XX9,"Obstructed labor due to shoulder presentation, other fetus",maternity
6,O64.5XX0,"Obstructed labor due to compound presentation, not applicable or unspecified",maternity
7,O64.5XX1,"Obstructed labor due to compound presentation, fetus 1",maternity
8,O64.5XX2,"Obstructed labor due to compound presentation, fetus 2",maternity
9,O64.5XX3,"Obstructed labor due to compound presentation, fetus 3",maternity
10,O64.5XX4,"Obstructed labor due to compound presentation, fetus 4",maternity
11,O64.5XX5,"Obstructed labor due to compound presentation, fetus 5",maternity
12,O64.5XX9,"Obstructed labor due to compound presentation, other fetus",maternity
13,O64.8XX0,"Obstructed labor due to other malposition and malpresentation, not applicable or unspecified",maternity
14,O64.8XX1,"Obstructed labor due to other malposition and malpresentation, fetus 1",maternity
15,O64.8XX2,"Obstructed labor due to other malposition and malpresentation, fetus 2",maternity
16,O64.8XX3,"Obstructed labor due to other malposition and malpresentation, fetus 3",maternity
17,O64.8XX4,"Obstructed labor due to other malposition and malpresentation, fetus 4",maternity
18,O64.8XX5,"Obstructed labor due to other malposition and malpresentation, fetus 5",maternity
19,O64.8XX9,"Obstructed labor due to other malposition and malpresentation, other fetus",maternity
20,O64.9XX0,"Obstructed labor due to malposition and malpresentation, unspecified, not applicable or unspecified",maternity
21,O64.9XX1,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 1",maternity
22,O64.9XX2,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 2",maternity
23,O64.9XX3,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 3",maternity
24,O64.9XX4,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 4",maternity
25,O64.9XX5,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 5",maternity
26,O64.9XX9,"Obstructed labor due to malposition and malpresentation, unspecified, other fetus",maternity
27,O65.0,Obstructed labor due to deformed pelvis,maternity
28,O65.1,Obstructed labor due to generally contracted pelvis,maternity
29,O65.2,Obstructed labor due to pelvic inlet contraction,maternity
30,O65.3,Obstructed labor due to pelvic outlet and mid-cavity contraction,maternity
31,O65.4,"Obstructed labor due to fetopelvic disproportion, unspecified",maternity
32,O65.5,Obstructed labor due to abnormality of maternal pelvic organs,maternity
33,O65.8,Obstructed labor due to other maternal pelvic abnormalities,maternity
34,O65.9,"Obstructed labor due to maternal pelvic abnormality, unspecified",maternity
35,O66.0,Obstructed labor due to shoulder dystocia,maternity
36,O66.1,Obstructed labor due to locked twins,maternity
37,O66.2,Obstructed labor due to unusually large fetus,maternity
38,O66.3,Obstructed labor due to other abnormalities of fetus,maternity
39,O66.40,"Failed trial of labor, unspecified",maternity
40,O66.41,Failed attempted vaginal birth after previous cesarean delivery,maternity
41,O66.5,Attempted application of vacuum extractor and forceps,maternity
42,O66.6,Obstructed labor due to other multiple fetuses,maternity
43,O66.8,Other specified obstructed labor,maternity
44,O66.9,"Obstructed labor, unspecified",maternity
45,O67.0,Intrapartum hemorrhage with coagulation defect,maternity
46,O67.8,Other intrapartum hemorrhage,maternity
47,O67.9,"Intrapartum hemorrhage, unspecified",maternity
48,O68,Labor and delivery complicated by abnormality of fetal acid-base balance,maternity
49,O69.0XX0,"Labor and delivery complicated by prolapse of cord, not applicable or unspecified",maternity
50,O69.0XX1,"Labor and delivery complicated by prolapse of cord, fetus 1",maternity
51,O69.0XX2,"Labor and delivery complicated by prolapse of cord, fetus 2",maternity
52,O69.0XX3,"Labor and delivery complicated by prolapse of cord, fetus 3",maternity
53,O69.0XX4,"Labor and delivery complicated by prolapse of cord, fetus 4",maternity
54,O69.0XX5,"Labor and delivery complicated by prolapse of cord, fetus 5",maternity
55,O69.0XX9,"Labor and delivery complicated by prolapse of cord, other fetus",maternity
56,O69.1XX0,"Labor and delivery complicated by cord around neck, with compression, not applicable or unspecified",maternity
57,O69.1XX1,"Labor and delivery complicated by cord around neck, with compression, fetus 1",maternity
58,O69.1XX2,"Labor and delivery complicated by cord around neck, with compression, fetus 2",maternity
59,O69.1XX3,"Labor and delivery complicated by cord around neck, with compression, fetus 3",maternity
60,O69.1XX4,"Labor and delivery complicated by cord around neck, with compression, fetus 4",maternity
61,O69.1XX5,"Labor and delivery complicated by cord around neck, with compression, fetus 5",maternity
62,O69.1XX9,"Labor and delivery complicated by cord around neck, with compression, other fetus",maternity
63,O69.2XX0,"Labor and delivery complicated by other cord entanglement, with compression, not applicable or unspecified",maternity
64,O69.2XX1,"Labor and delivery complicated by other cord entanglement, with compression, fetus 1",maternity
65,O69.2XX2,"Labor and delivery complicated by other cord entanglement, with compression, fetus 2",maternity
66,O69.2XX3,"Labor and delivery complicated by other cord entanglement, with compression, fetus 3",maternity
67,O69.2XX4,"Labor and delivery complicated by other cord entanglement, with compression, fetus 4",maternity
68,O69.2XX5,"Labor and delivery complicated by other cord entanglement, with compression, fetus 5",maternity
69,O69.2XX9,"Labor and delivery complicated by other cord entanglement, with compression, other fetus",maternity
70,O69.3XX0,"Labor and delivery complicated by short cord, not applicable or unspecified",maternity
71,O69.3XX1,"Labor and delivery complicated by short cord, fetus 1",maternity
72,O69.3XX2,"Labor and delivery complicated by short cord, fetus 2",maternity
73,O69.3XX3,"Labor and delivery complicated by short cord, fetus 3",maternity
74,O69.3XX4,"Labor and delivery complicated by short cord, fetus 4",maternity
75,O69.3XX5,"Labor and delivery complicated by short cord, fetus 5",maternity
76,O69.3XX9,"Labor and delivery complicated by short cord, other fetus",maternity
77,O69.4XX0,"Labor and delivery complicated by vasa previa, not applicable or unspecified",maternity
78,O69.4XX1,"Labor and delivery complicated by vasa previa, fetus 1",maternity
79,O69.4XX2,"Labor and delivery complicated by vasa previa, fetus 2",maternity
80,O69.4XX3,"Labor and delivery complicated by vasa previa, fetus 3",maternity
81,O69.4XX4,"Labor and delivery complicated by vasa previa, fetus 4",maternity
82,O69.4XX5,"Labor and delivery complicated by vasa previa, fetus 5",maternity
83,O69.4XX9,"Labor and delivery complicated by vasa previa, other fetus",maternity
84,O69.5XX0,"Labor and delivery complicated by vascular lesion of cord, not applicable or unspecified",maternity
85,O69.5XX1,"Labor and delivery complicated by vascular lesion of cord, fetus 1",maternity
86,O69.5XX2,"Labor and delivery complicated by vascular lesion of cord, fetus 2",maternity
87,O69.5XX3,"Labor and delivery complicated by vascular lesion of cord, fetus 3",maternity
88,O69.5XX4,"Labor and delivery complicated by vascular lesion of cord, fetus 4",maternity
89,O69.5XX5,"Labor and delivery complicated by vascular lesion of cord, fetus 5",maternity
90,O69.5XX9,"Labor and delivery complicated by vascular lesion of cord, other fetus",maternity
91,O69.81X0,"Labor and delivery complicated by cord around neck, without compression, not applicable or unspecified",maternity
92,O69.81X1,"Labor and delivery complicated by cord around neck, without compression, fetus 1",maternity
93,O69.81X2,"Labor and delivery complicated by cord around neck, without compression, fetus 2",maternity
94,O69.81X3,"Labor and delivery complicated by cord around neck, without compression, fetus 3",maternity
95,O69.81X4,"Labor and delivery complicated by cord around neck, without compression, fetus 4",maternity
96,O69.81X5,"Labor and delivery complicated by cord around neck, without compression, fetus 5",maternity
97,O69.81X9,"Labor and delivery complicated by cord around neck, without compression, other fetus",maternity
98,O69.82X0,"Labor and delivery complicated by other cord entanglement, without compression, not applicable or unspecified",maternity
99,O69.82X1,"Labor and delivery complicated by other cord entanglement, without compression, fetus 1",maternity
0,O69.82X2,"Labor and delivery complicated by other cord entanglement, without compression, fetus 2",maternity
1,O69.82X3,"Labor and delivery complicated by other cord entanglement, without compression, fetus 3",maternity
2,O69.82X4,"Labor and delivery complicated by other cord entanglement, without compression, fetus 4",maternity
3,O69.82X5,"Labor and delivery complicated by other cord entanglement, without compression, fetus 5",maternity
4,O69.82X9,"Labor and delivery complicated by other cord entanglement, without compression, other fetus",maternity
5,O69.89X0,"Labor and delivery complicated by other cord complications, not applicable or unspecified",maternity
6,O69.89X1,"Labor and delivery complicated by other cord complications, fetus 1",maternity
7,O69.89X2,"Labor and delivery complicated by other cord complications, fetus 2",maternity
8,O69.89X3,"Labor and delivery complicated by other cord complications, fetus 3",maternity
9,O69.89X4,"Labor and delivery complicated by other cord complications, fetus 4",maternity
10,O69.89X5,"Labor and delivery complicated by other cord complications, fetus 5",maternity
11,O69.89X9,"Labor and delivery complicated by other cord complications, other fetus",maternity
12,O69.9XX0,"Labor and delivery complicated by cord complication, unspecified, not applicable or unspecified",maternity
13,O69.9XX1,"Labor and delivery complicated by cord complication, unspecified, fetus 1",maternity
14,O69.9XX2,"Labor and delivery complicated by cord complication, unspecified, fetus 2",maternity
15,O69.9XX3,"Labor and delivery complicated by cord complication, unspecified, fetus 3",maternity
16,O69.9XX4,"Labor and delivery complicated by cord complication, unspecified, fetus 4",maternity
17,O69.9XX5,"Labor and delivery complicated by cord complication, unspecified, fetus 5",maternity
18,O69.9XX9,"Labor and delivery complicated by cord complication, unspecified, other fetus",maternity
19,O70.0,First degree perineal laceration during delivery,maternity
20,O70.1,Second degree perineal laceration during delivery,maternity
21,O70.20,"Third degree perineal laceration during delivery, unspecified",maternity
22,O70.21,"Third degree perineal laceration during delivery, IIIa",maternity
23,O70.22,"Third degree perineal laceration during delivery, IIIb",maternity
24,O70.23,"Third degree perineal laceration during delivery, IIIc",maternity
25,O70.3,Fourth degree perineal laceration during delivery,maternity
26,O70.4,"Anal sphincter tear complicating delivery, not associated with third degree laceration",maternity
27,O70.9,"Perineal laceration during delivery, unspecified",maternity
28,O71.00,"Rupture of uterus before onset of labor, unspecified trimester",maternity
29,O71.02,"Rupture of uterus before onset of labor, second trimester",maternity
30,O71.03,"Rupture of uterus before onset of labor, third trimester",maternity
31,O71.1,Rupture of uterus during labor,maternity
32,O71.2,Postpartum inversion of uterus,maternity
33,O71.3,Obstetric laceration of cervix,maternity
34,O71.4,Obstetric high vaginal laceration alone,maternity
35,O71.5,Other obstetric injury to pelvic organs,maternity
36,O71.6,Obstetric damage to pelvic joints and ligaments,maternity
37,O71.7,Obstetric hematoma of pelvis,maternity
38,O71.81,"Laceration of uterus, not elsewhere classified",maternity
39,O71.82,Other specified trauma to perineum and vulva,maternity
40,O71.89,Other specified obstetric trauma,maternity
41,O71.9,"Obstetric trauma, unspecified",maternity
42,O72.0,Third-stage hemorrhage,maternity
43,O72.1,Other immediate postpartum hemorrhage,maternity
44,O72.2,Delayed and secondary postpartum hemorrhage,maternity
45,O72.3,Postpartum coagulation defects,maternity
46,O73.0,Retained placenta without hemorrhage,maternity
47,O73.1,"Retained portions of placenta and membranes, without hemorrhage",maternity
48,O74.0,Aspiration pneumonitis due to anesthesia during labor and delivery,maternity
49,O74.1,Other pulmonary complications of anesthesia during labor and delivery,maternity
50,O74.2,Cardiac complications of anesthesia during labor and delivery,maternity
51,O74.3,Central nervous system complications of anesthesia during labor and delivery,maternity
52,O74.4,Toxic reaction to local anesthesia during labor and delivery,maternity
53,O74.5,Spinal and epidural anesthesia-induced headache during labor and delivery,maternity
54,O74.6,Other complications of spinal and epidural anesthesia during labor and delivery,maternity
55,O74.7,Failed or difficult intubation for anesthesia during labor and delivery,maternity
56,O74.8,Other complications of anesthesia during labor and delivery,maternity
57,O74.9,"Complication of anesthesia during labor and delivery, unspecified",maternity
58,O75.0,Maternal distress during labor and delivery,maternity
59,O75.1,Shock during or following labor and delivery,maternity
60,O75.2,"Pyrexia during labor, not elsewhere classified",maternity
61,O75.3,Other infection during labor,maternity
62,O75.4,Other complications of obstetric surgery and procedures,maternity
63,O75.5,Delayed delivery after artificial rupture of membranes,maternity
64,O75.81,Maternal exhaustion complicating labor and delivery,maternity
65,O75.82,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section",maternity
66,O75.89,Other specified complications of labor and delivery,maternity
67,O75.9,"Complication of labor and delivery, unspecified",maternity
68,O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery,maternity
69,O77.0,Labor and delivery complicated by meconium in amniotic fluid,maternity
70,O77.1,Fetal stress in labor or delivery due to drug administration,maternity
71,O77.8,Labor and delivery complicated by other evidence of fetal stress,maternity
72,O77.9,"Labor and delivery complicated by fetal stress, unspecified",maternity
73,O80,Encounter for full-term uncomplicated delivery,maternity
74,O82,Encounter for cesarean delivery without indication,maternity
75,O85,Puerperal sepsis,maternity
76,O86.00,"Infection of obstetric surgical wound, unspecified",maternity
77,O86.01,"Infection of obstetric surgical wound, superficial incisional site",maternity
78,O86.02,"Infection of obstetric surgical wound, deep incisional site",maternity
79,O86.03,"Infection of obstetric surgical wound, organ and space site",maternity
80,O86.04,Sepsis following an obstetrical procedure,maternity
81,O86.09,"Infection of obstetric surgical wound, other surgical site",maternity
82,O86.11,Cervicitis following delivery,maternity
83,O86.12,Endometritis following delivery,maternity
84,O86.13,Vaginitis following delivery,maternity
85,O86.19,Other infection of genital tract following delivery,maternity
86,O86.20,"Urinary tract infection following delivery, unspecified",maternity
87,O86.21,Infection of kidney following delivery,maternity
88,O86.22,Infection of bladder following delivery,maternity
89,O86.29,Other urinary tract infection following delivery,maternity
90,O86.4,Pyrexia of unknown origin following delivery,maternity
91,O86.81,Puerperal septic thrombophlebitis,maternity
92,O86.89,Other specified puerperal infections,maternity
93,O87.0,Superficial thrombophlebitis in the puerperium,maternity
94,O87.1,Deep phlebothrombosis in the puerperium,maternity
95,O87.2,Hemorrhoids in the puerperium,maternity
96,O87.3,Cerebral venous thrombosis in the puerperium,maternity
97,O87.4,Varicose veins of lower extremity in the puerperium,maternity
98,O87.8,Other venous complications in the puerperium,maternity
99,O87.9,"Venous complication in the puerperium, unspecified",maternity
0,O88.011,"Air embolism in pregnancy, first trimester",maternity
1,O88.012,"Air embolism in pregnancy, second trimester",maternity
2,O88.013,"Air embolism in pregnancy, third trimester",maternity
3,O88.019,"Air embolism in pregnancy, unspecified trimester",maternity
4,O88.02,Air embolism in childbirth,maternity
5,O88.03,Air embolism in the puerperium,maternity
6,O88.111,"Amniotic fluid embolism in pregnancy, first trimester",maternity
7,O88.112,"Amniotic fluid embolism in pregnancy, second trimester",maternity
8,O88.113,"Amniotic fluid embolism in pregnancy, third trimester",maternity
9,O88.119,"Amniotic fluid embolism in pregnancy, unspecified trimester",maternity
10,O88.12,Amniotic fluid embolism in childbirth,maternity
11,O88.13,Amniotic fluid embolism in the puerperium,maternity
12,O88.211,"Thromboembolism in pregnancy, first trimester",maternity
13,O88.212,"Thromboembolism in pregnancy, second trimester",maternity
14,O88.213,"Thromboembolism in pregnancy, third trimester",maternity
15,O88.219,"Thromboembolism in pregnancy, unspecified trimester",maternity
16,O88.22,Thromboembolism in childbirth,maternity
17,O88.23,Thromboembolism in the puerperium,maternity
18,O88.311,"Pyemic and septic embolism in pregnancy, first trimester",maternity
19,O88.312,"Pyemic and septic embolism in pregnancy, second trimester",maternity
20,O88.313,"Pyemic and septic embolism in pregnancy, third trimester",maternity
21,O88.319,"Pyemic and septic embolism in pregnancy, unspecified trimester",maternity
22,O88.32,Pyemic and septic embolism in childbirth,maternity
23,O88.33,Pyemic and septic embolism in the puerperium,maternity
24,O88.811,"Other embolism in pregnancy, first trimester",maternity
25,O88.812,"Other embolism in pregnancy, second trimester",maternity
26,O88.813,"Other embolism in pregnancy, third trimester",maternity
27,O88.819,"Other embolism in pregnancy, unspecified trimester",maternity
28,O88.82,Other embolism in childbirth,maternity
29,O88.83,Other embolism in the puerperium,maternity
30,O89.01,Aspiration pneumonitis due to anesthesia during the puerperium,maternity
31,O89.09,Other pulmonary complications of anesthesia during the puerperium,maternity
32,O89.1,Cardiac complications of anesthesia during the puerperium,maternity
33,O89.2,Central nervous system complications of anesthesia during the puerperium,maternity
34,O89.3,Toxic reaction to local anesthesia during the puerperium,maternity
35,O89.4,Spinal and epidural anesthesia-induced headache during the puerperium,maternity
36,O89.5,Other complications of spinal and epidural anesthesia during the puerperium,maternity
37,O89.6,Failed or difficult intubation for anesthesia during the puerperium,maternity
38,O89.8,Other complications of anesthesia during the puerperium,maternity
39,O89.9,"Complication of anesthesia during the puerperium, unspecified",maternity
40,O90.0,Disruption of cesarean delivery wound,maternity
41,O90.1,Disruption of perineal obstetric wound,maternity
42,O90.2,Hematoma of obstetric wound,maternity
43,O90.3,Peripartum cardiomyopathy,maternity
44,O90.4,Postpartum acute kidney failure,maternity
45,O90.5,Postpartum thyroiditis,maternity
46,O90.6,Postpartum mood disturbance,maternity
47,O90.81,Anemia of the puerperium,maternity
48,O90.89,"Other complications of the puerperium, not elsewhere classified",maternity
49,O90.9,"Complication of the puerperium, unspecified",maternity
50,O91.011,"Infection of nipple associated with pregnancy, first trimester",maternity
51,O91.012,"Infection of nipple associated with pregnancy, second trimester",maternity
52,O91.013,"Infection of nipple associated with pregnancy, third trimester",maternity
53,O91.019,"Infection of nipple associated with pregnancy, unspecified trimester",maternity
54,O91.02,Infection of nipple associated with the puerperium,maternity
55,O91.03,Infection of nipple associated with lactation,maternity
56,O91.111,"Abscess of breast associated with pregnancy, first trimester",maternity
57,O91.112,"Abscess of breast associated with pregnancy, second trimester",maternity
58,O91.113,"Abscess of breast associated with pregnancy, third trimester",maternity
59,O91.119,"Abscess of breast associated with pregnancy, unspecified trimester",maternity
60,O91.12,Abscess of breast associated with the puerperium,maternity
61,O91.13,Abscess of breast associated with lactation,maternity
62,O91.211,"Nonpurulent mastitis associated with pregnancy, first trimester",maternity
63,O91.212,"Nonpurulent mastitis associated with pregnancy, second trimester",maternity
64,O91.213,"Nonpurulent mastitis associated with pregnancy, third trimester",maternity
65,O91.219,"Nonpurulent mastitis associated with pregnancy, unspecified trimester",maternity
66,O91.22,Nonpurulent mastitis associated with the puerperium,maternity
67,O91.23,Nonpurulent mastitis associated with lactation,maternity
68,O92.011,"Retracted nipple associated with pregnancy, first trimester",maternity
69,O92.012,"Retracted nipple associated with pregnancy, second trimester",maternity
70,O92.013,"Retracted nipple associated with pregnancy, third trimester",maternity
71,O92.019,"Retracted nipple associated with pregnancy, unspecified trimester",maternity
72,O92.02,Retracted nipple associated with the puerperium,maternity
73,O92.03,Retracted nipple associated with lactation,maternity
74,O92.111,"Cracked nipple associated with pregnancy, first trimester",maternity
75,O92.112,"Cracked nipple associated with pregnancy, second trimester",maternity
76,O92.113,"Cracked nipple associated with pregnancy, third trimester",maternity
77,O92.119,"Cracked nipple associated with pregnancy, unspecified trimester",maternity
78,O92.12,Cracked nipple associated with the puerperium,maternity
79,O92.13,Cracked nipple associated with lactation,maternity
80,O92.20,Unspecified disorder of breast associated with pregnancy and the puerperium,maternity
81,O92.29,Other disorders of breast associated with pregnancy and the puerperium,maternity
82,O92.3,Agalactia,maternity
83,O92.4,Hypogalactia,maternity
84,O92.5,Suppressed lactation,maternity
85,O92.6,Galactorrhea,maternity
86,O92.70,Unspecified disorders of lactation,maternity
87,O92.79,Other disorders of lactation,maternity
88,O94,"Sequelae of complication of pregnancy, childbirth, and the puerperium",maternity
89,O98.011,"Tuberculosis complicating pregnancy, first trimester",maternity
90,O98.012,"Tuberculosis complicating pregnancy, second trimester",maternity
91,O98.013,"Tuberculosis complicating pregnancy, third trimester",maternity
92,O98.019,"Tuberculosis complicating pregnancy, unspecified trimester",maternity
93,O98.02,Tuberculosis complicating childbirth,maternity
94,O98.03,Tuberculosis complicating the puerperium,maternity
95,O98.111,"Syphilis complicating pregnancy, first trimester",maternity
96,O98.112,"Syphilis complicating pregnancy, second trimester",maternity
97,O98.113,"Syphilis complicating pregnancy, third trimester",maternity
98,O98.119,"Syphilis complicating pregnancy, unspecified trimester",maternity
99,O98.12,Syphilis complicating childbirth,maternity
0,O98.13,Syphilis complicating the puerperium,maternity
1,O98.211,"Gonorrhea complicating pregnancy, first trimester",maternity
2,O98.212,"Gonorrhea complicating pregnancy, second trimester",maternity
3,O98.213,"Gonorrhea complicating pregnancy, third trimester",maternity
4,O98.219,"Gonorrhea complicating pregnancy, unspecified trimester",maternity
5,O98.22,Gonorrhea complicating childbirth,maternity
6,O98.23,Gonorrhea complicating the puerperium,maternity
7,O98.311,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, first trimester",maternity
8,O98.312,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, second trimester",maternity
9,O98.313,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, third trimester",maternity
10,O98.319,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, unspecified trimester",maternity
11,O98.32,Other infections with a predominantly sexual mode of transmission complicating childbirth,maternity
12,O98.33,Other infections with a predominantly sexual mode of transmission complicating the puerperium,maternity
13,O98.411,"Viral hepatitis complicating pregnancy, first trimester",maternity
14,O98.412,"Viral hepatitis complicating pregnancy, second trimester",maternity
15,O98.413,"Viral hepatitis complicating pregnancy, third trimester",maternity
16,O98.419,"Viral hepatitis complicating pregnancy, unspecified trimester",maternity
17,O98.42,Viral hepatitis complicating childbirth,maternity
18,O98.43,Viral hepatitis complicating the puerperium,maternity
19,O98.511,"Other viral diseases complicating pregnancy, first trimester",maternity
20,O98.512,"Other viral diseases complicating pregnancy, second trimester",maternity
21,O98.513,"Other viral diseases complicating pregnancy, third trimester",maternity
22,O98.519,"Other viral diseases complicating pregnancy, unspecified trimester",maternity
23,O98.52,Other viral diseases complicating childbirth,maternity
24,O98.53,Other viral diseases complicating the puerperium,maternity
25,O98.611,"Protozoal diseases complicating pregnancy, first trimester",maternity
26,O98.612,"Protozoal diseases complicating pregnancy, second trimester",maternity
27,O98.613,"Protozoal diseases complicating pregnancy, third trimester",maternity
28,O98.619,"Protozoal diseases complicating pregnancy, unspecified trimester",maternity
29,O98.62,Protozoal diseases complicating childbirth,maternity
30,O98.63,Protozoal diseases complicating the puerperium,maternity
31,O98.711,"Human immunodeficiency virus [HIV] disease complicating pregnancy, first trimester",maternity
32,O98.712,"Human immunodeficiency virus [HIV] disease complicating pregnancy, second trimester",maternity
33,O98.713,"Human immunodeficiency virus [HIV] disease complicating pregnancy, third trimester",maternity
34,O98.719,"Human immunodeficiency virus [HIV] disease complicating pregnancy, unspecified trimester",maternity
35,O98.72,Human immunodeficiency virus [HIV] disease complicating childbirth,maternity
36,O98.73,Human immunodeficiency virus [HIV] disease complicating the puerperium,maternity
37,O98.811,"Other maternal infectious and parasitic diseases complicating pregnancy, first trimester",maternity
38,O98.812,"Other maternal infectious and parasitic diseases complicating pregnancy, second trimester",maternity
39,O98.813,"Other maternal infectious and parasitic diseases complicating pregnancy, third trimester",maternity
40,O98.819,"Other maternal infectious and parasitic diseases complicating pregnancy, unspecified trimester",maternity
41,O98.82,Other maternal infectious and parasitic diseases complicating childbirth,maternity
42,O98.83,Other maternal infectious and parasitic diseases complicating the puerperium,maternity
43,O98.911,"Unspecified maternal infectious and parasitic disease complicating pregnancy, first trimester",maternity
44,O98.912,"Unspecified maternal infectious and parasitic disease complicating pregnancy, second trimester",maternity
45,O98.913,"Unspecified maternal infectious and parasitic disease complicating pregnancy, third trimester",maternity
46,O98.919,"Unspecified maternal infectious and parasitic disease complicating pregnancy, unspecified trimester",maternity
47,O98.92,Unspecified maternal infectious and parasitic disease complicating childbirth,maternity
48,O98.93,Unspecified maternal infectious and parasitic disease complicating the puerperium,maternity
49,O99.011,"Anemia complicating pregnancy, first trimester",maternity
50,O99.012,"Anemia complicating pregnancy, second trimester",maternity
51,O99.013,"Anemia complicating pregnancy, third trimester",maternity
52,O99.019,"Anemia complicating pregnancy, unspecified trimester",maternity
53,O99.02,Anemia complicating childbirth,maternity
54,O99.03,Anemia complicating the puerperium,maternity
55,O99.111,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, first trimester",maternity
56,O99.112,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, second trimester",maternity
57,O99.113,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, third trimester",maternity
58,O99.119,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, unspecified trimester",maternity
59,O99.12,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating childbirth,maternity
60,O99.13,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating the puerperium,maternity
61,O99.210,"Obesity complicating pregnancy, unspecified trimester",maternity
62,O99.211,"Obesity complicating pregnancy, first trimester",maternity
63,O99.212,"Obesity complicating pregnancy, second trimester",maternity
64,O99.213,"Obesity complicating pregnancy, third trimester",maternity
65,O99.214,Obesity complicating childbirth,maternity
66,O99.215,Obesity complicating the puerperium,maternity
67,O99.280,"Endocrine, nutritional and metabolic diseases complicating pregnancy, unspecified trimester",maternity
68,O99.281,"Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester",maternity
69,O99.282,"Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester",maternity
70,O99.283,"Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester",maternity
71,O99.284,"Endocrine, nutritional and metabolic diseases complicating childbirth",maternity
72,O99.285,"Endocrine, nutritional and metabolic diseases complicating the puerperium",maternity
73,O99.310,"Alcohol use complicating pregnancy, unspecified trimester",maternity
74,O99.311,"Alcohol use complicating pregnancy, first trimester",maternity
