code,title,category,window,chapter
Z62,Other problems related to upbringing,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.0,Inadequate parental supervision and control,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.1,Parental overprotection,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.2,Institutional upbringing,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.3,Hostility towards and scapegoating of child,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.4,Emotional neglect of child,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.5,Other problems related to neglect in upbringing,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.6,Inappropriate parental pressure and other abnormal qualities of upbringing,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.8,Other specified problems related to upbringing,Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z62.9,"Problem related to upbringing, unspecified",Other problems related to upbringing,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63,"Other problems related to primary support group, including family circumstances","Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.0,Problems in relationship with spouse or partner,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.1,Problems in relationship with parents and in-laws,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.2,Inadequate family support,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.3,Absence of family member,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.4,Disappearance and death of family member,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.5,Disruption of family by separation and divorce,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.6,Dependent relative needing care at home,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.7,Other stressful life events affecting family and household,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.8,Other specified problems related to primary support group,"Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z63.9,"Problem related to primary support group, unspecified","Other problems related to primary support group, including family circumstances",Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64,Problems related to certain psychosocial circumstances,Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64.0,Problems related to unwanted pregnancy,Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64.1,Problems related to multiparity,Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64.2,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64.3,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z64.4,Discord with counsellors,Problems related to certain psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65,Problems related to other psychosocial circumstances,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.0,Conviction in civil and criminal proceedings without imprisonment,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.1,Imprisonment and other incarceration,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.2,Problems related to release from prison,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.3,Problems related to other legal circumstances,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.4,Victim of crime and terrorism,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.5,"Exposure to disaster, war and other hostilities",Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.8,Other specified problems related to psychosocial circumstances,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z65.9,Problem related to unspecified psychosocial circumstances,Problems related to other psychosocial circumstances,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,XXI
Z70,"Counselling related to sexual attitude, behaviour and orientation","Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.0,Counselling related to sexual attitude,"Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.1,Counselling related to patient's sexual behaviour and orientation,"Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.2,Counselling related to sexual behaviour and orientation of third party,"Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.3,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation","Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.8,Other sex counselling,"Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z70.9,"Sex counselling, unspecified","Counselling related to sexual attitude, behaviour and orientation",Persons encountering health services in other circumstances,XXI
Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified","Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.0,Person consulting on behalf of another person,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.1,Person with feared complaint in whom no diagnosis is made,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.2,Person consulting for explanation of investigation findings,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.3,Dietary counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.4,Alcohol abuse counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.5,Drug abuse counselling and surveillance,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.6,Tobacco abuse counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.7,Human immunodeficiency virus [HIV] counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.8,Other specified counselling,"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z71.9,"Counselling, unspecified","Persons encountering health services for other counselling and medical advice, not elsewhere classified",Persons encountering health services in other circumstances,XXI
Z72,Problems related to lifestyle,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.0,Tobacco use,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.1,Alcohol use,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.2,Drug use,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.3,Lack of physical exercise,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.4,Inappropriate diet and eating habits,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.5,High-risk sexual behaviour,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.6,Gambling and betting,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.8,Other problems related to lifestyle,Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z72.9,"Problem related to lifestyle, unspecified",Problems related to lifestyle,Persons encountering health services in other circumstances,XXI
Z73,Problems related to life-management difficulty,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.0,Burn-out,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.1,Accentuation of personality traits,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.2,Lack of relaxation and leisure,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.3,"Stress, not elsewhere classified",Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.4,"Inadequate social skills, not elsewhere classified",Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.5,"Social role conflict, not elsewhere classified",Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.6,Limitation of activities due to disability,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.8,Other problems related to life-management difficulty,Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z73.9,"Problem related to life-management difficulty, unspecified",Problems related to life-management difficulty,Persons encountering health services in other circumstances,XXI
Z74,Problems related to care-provider dependency,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.0,Need for assistance due to reduced mobility,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.1,Need for assistance with personal care,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.2,Need for assistance at home and no other household member able to render care,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.3,Need for continuous supervision,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.8,Other problems related to care-provider dependency,Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z74.9,"Problem related to care-provider dependency, unspecified",Problems related to care-provider dependency,Persons encountering health services in other circumstances,XXI
Z75,Problems related to medical facilities and other health care,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.0,Medical services not available in home,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.1,Person awaiting admission to adequate facility elsewhere,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.2,Other waiting period for investigation and treatment,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.3,Unavailability and inaccessibility of health-care facilities,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.4,Unavailability and inaccessibility of other helping agencies,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.5,Holiday relief care,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.8,Other problems related to medical facilities and other health care,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z75.9,Unspecified problem related to medical facilities and other health care,Problems related to medical facilities and other health care,Persons encountering health services in other circumstances,XXI
Z76,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.0,Issue of repeat prescription,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.1,Health supervision and care of foundling,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.2,Health supervision and care of other healthy infant and child,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.3,Healthy person accompanying sick person,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.4,Other boarder in health-care facility,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.5,Malingerer [conscious simulation],Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.8,Persons encountering health services in other specified circumstances,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z76.9,Person encountering health services in unspecified circumstances,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,XXI
Z80,Family history of malignant neoplasm,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.0,Family history of malignant neoplasm of digestive organs,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.1,"Family history of malignant neoplasm of trachea, bronchus and lung",Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.2,Family history of malignant neoplasm of other respiratory and intrathoracic organs,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.3,Family history of malignant neoplasm of breast,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.4,Family history of malignant neoplasm of genital organs,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.5,Family history of malignant neoplasm of urinary tract,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.6,Family history of leukaemia,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.7,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.8,Family history of malignant neoplasm of other organs or systems,Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z80.9,"Family history of malignant neoplasm, unspecified",Family history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81,Family history of mental and behavioural disorders,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.0,Family history of mental retardation,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.1,Family history of alcohol abuse,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.2,Family history of tobacco abuse,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.3,Family history of other psychoactive substance abuse,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.4,Family history of other substance abuse,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z81.8,Family history of other mental and behavioural disorders,Family history of mental and behavioural disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82,Family history of certain disabilities and chronic diseases leading to disablement,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.0,Family history of epilepsy and other diseases of the nervous system,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.1,Family history of blindness and visual loss,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.2,Family history of deafness and hearing loss,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.3,Family history of stroke,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.4,Family history of ischaemic heart disease and other diseases of the circulatory system,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.5,Family history of asthma and other chronic lower respiratory diseases,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.6,Family history of arthritis and other diseases of the musculoskeletal system and connective tissue,Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.7,"Family history of congenital malformations, deformations and chromosomal abnormalities",Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z82.8,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified",Family history of certain disabilities and chronic diseases leading to disablement,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83,Family history of other specific disorders,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.0,Family history of human immunodeficiency virus [HIV] disease,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.1,Family history of other infectious and parasitic diseases,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.3,Family history of diabetes mellitus,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.4,"Family history of other endocrine, nutritional and metabolic diseases",Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.5,Family history of eye and ear disorders,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.6,Family history of diseases of the respiratory system,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z83.7,Family history of diseases of the digestive system,Family history of other specific disorders,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84,Family history of other conditions,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84.0,Family history of diseases of the skin and subcutaneous tissue,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84.1,Family history of disorders of kidney and ureter,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84.2,Family history of other diseases of the genitourinary system,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84.3,Family history of consanguinity,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z84.8,Family history of other specified conditions,Family history of other conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85,Personal history of malignant neoplasm,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.0,Personal history of malignant neoplasm of digestive organs,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.1,"Personal history of malignant neoplasm of trachea, bronchus and lung",Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.2,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.3,Personal history of malignant neoplasm of breast,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.4,Personal history of malignant neoplasm of genital organs,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.5,Personal history of malignant neoplasm of urinary tract,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.6,Personal history of leukaemia,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.8,Personal history of malignant neoplasms of other organs and systems,Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z85.9,"Personal history of malignant neoplasm, unspecified",Personal history of malignant neoplasm,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86,Personal history of certain other diseases,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.0,Personal history of other neoplasms,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.1,Personal history of infectious and parasitic diseases,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.3,"Personal history of endocrine, nutritional and metabolic diseases",Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.4,Personal history of psychoactive substance abuse,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.5,Personal history of other mental and behavioural disorders,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.6,Personal history of diseases of the nervous system and sense organs,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z86.7,Personal history of diseases of the circulatory system,Personal history of certain other diseases,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87,Personal history of other diseases and conditions,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.0,Personal history of diseases of the respiratory system,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.1,Personal history of diseases of the digestive system,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.2,Personal history of diseases of the skin and subcutaneous tissue,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.3,Personal history of diseases of the musculoskeletal system and connective tissue,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.4,Personal history of diseases of the genitourinary system,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.5,"Personal history of complications of pregnancy, childbirth and the puerperium",Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.6,Personal history of certain conditions arising in the perinatal period,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.7,"Personal history of congenital malformations, deformations and chromosomal abnormalities",Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z87.8,Personal history of other specified conditions,Personal history of other diseases and conditions,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88,"Personal history of allergy to drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.0,Personal history of allergy to penicillin,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.1,Personal history of allergy to other antibiotic agents,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.2,Personal history of allergy to sulfonamides,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.3,Personal history of allergy to other anti-infective agents,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.4,Personal history of allergy to anaesthetic agent,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.5,Personal history of allergy to narcotic agent,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.6,Personal history of allergy to analgesic agent,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.7,Personal history of allergy to serum and vaccine,"Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.8,"Personal history of allergy to other drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z88.9,"Personal history of allergy to unspecified drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89,Acquired absence of limb,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.0,"Acquired absence of finger(s) [including thumb], unilateral",Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.1,Acquired absence of hand and wrist,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.2,Acquired absence of upper limb above wrist,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.3,Acquired absence of both upper limbs [any level],Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.4,Acquired absence of foot and ankle,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.5,Acquired absence of leg at or below knee,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.6,Acquired absence of leg above knee,Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.7,"Acquired absence of both lower limbs [any level, except toes alone]",Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.8,Acquired absence of upper and lower limbs [any level],Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z89.9,"Acquired absence of limb, unspecified",Acquired absence of limb,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90,"Acquired absence of organs, not elsewhere classified","Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.0,Acquired absence of part of head and neck,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.1,Acquired absence of breast(s),"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.2,Acquired absence of lung [part of],"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.3,Acquired absence of part of stomach,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.4,Acquired absence of other parts of digestive tract,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.5,Acquired absence of kidney,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.6,Acquired absence of other organs of urinary tract,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.7,Acquired absence of genital organ(s),"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z90.8,Acquired absence of other organs,"Acquired absence of organs, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z91,"Personal history of risk-factors, not elsewhere classified","Personal history of risk-factors, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z91.0,"Personal history of allergy, other than to drugs and biological substances","Personal history of risk-factors, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z91.1,Personal history of noncompliance with medical treatment and regimen,"Personal history of risk-factors, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
Z91.2,Personal history of poor personal hygiene,"Personal history of risk-factors, not elsewhere classified",Persons with potential health hazards related to family and personal history and certain conditions influencing health status,XXI
