code,desc,remark,window
83.44,Other Fasciectomy,83.44 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.45,Other Myectomy,83.45 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.49,Other Excision Of Soft Tissue,83.49 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.5,Bursectomy,83.5 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.6,"Suture Of Muscle, Tendon, And Fascia",A child code below 83.6 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
83.61,Suture Of Tendon Sheath,83.61 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.62,Delayed Suture Of Tendon,83.62 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.63,Rotator Cuff Repair,83.63 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.64,Other Suture Of Tendon,83.64 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.65,Other Suture Of Muscle Or Fascia,83.65 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.7,Reconstruction Of Muscle And Tendon,A child code below 83.7 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
83.71,Advancement Of Tendon,83.71 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.72,Recession Of Tendon,83.72 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.73,Reattachment Of Tendon,83.73 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.74,Reattachment Of Muscle,83.74 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.75,Tendon Transfer Or Transplantation,83.75 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.76,Other Tendon Transposition,83.76 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.77,Muscle Transfer Or Transplantation,83.77 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.79,Other Muscle Transposition,83.79 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.8,"Other Plastic Operations On Muscle, Tendon, And Fascia",A child code below 83.8 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
83.81,Tendon Graft,83.81 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.82,Graft Of Muscle Or Fascia,83.82 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.83,Tendon Pulley Reconstruction,83.83 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.84,"Release Of Clubfoot, Not Elsewhere Classified",83.84 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.85,Other Change In Muscle Or Tendon Length,83.85 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.86,Quadricepsplasty,83.86 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.87,Other Plastic Operations On Muscle,83.87 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.88,Other Plastic Operations On Tendon,83.88 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.89,Other Plastic Operations On Fascia,83.89 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.9,"Other Operations On Muscle, Tendon, Fascia, And Bursa",A child code below 83.9 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
83.91,"Lysis Of Adhesions Of Muscle, Tendon, Fascia, And Bursa",83.91 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.92,Insert/Replace Skeletal Muscle Stimulator,83.92 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.93,Removal Of Skeletal Muscle Stimulator,83.93 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.94,Aspiration Of Bursa,83.94 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.95,Aspiration Of Other Soft Tissue,83.95 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.96,Injection Of Therapeutic Substance Into Bursa,83.96 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.97,Injection Of Therapeutic Substance Into Tendon,83.97 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.98,Injection Of Locally-Acting Therapeutic Substance Into Other Soft Tissue,83.98 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
83.99,"Other Operations On Muscle, Tendon, Fascia And Bursa",83.99 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84,Other Procedures On Musculoskeletal System,A child code below 84 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.0,Amputation Of Upper Limb,A child code below 84.0 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.00,"Upper Limb Amputation, Not Otherwise Specified",84.00 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.01,Amputation And Disarticulation Of Finger,84.01 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.02,Amputation And Disarticulation Of Thumb,84.02 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.03,Amputation Through Hand,84.03 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.04,Disarticulation Of Wrist,84.04 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.05,Amputation Through Forearm,84.05 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.06,Disarticulation Of Elbow,84.06 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.07,Amputation Through Humerus,84.07 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.08,Disarticulation Of Shoulder,84.08 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.09,Interthoracoscapular Amputation,84.09 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.1,Amputation Of Lower Limb,A child code below 84.1 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.10,"Lower Limb Amputation, Not Otherwise Specified",84.10 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.11,Amputation Of Toe,84.11 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.12,Amputation Through Foot,84.12 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.13,Disarticulation Of Ankle,84.13 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.14,Amputation Of Ankle Through Malleoli Of Tibia And Fibula,84.14 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.15,Other Amputation Below Knee,84.15 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.16,Disarticulation Of Knee,84.16 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.17,Amputation Above Knee,84.17 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.18,Disarticulation Of Hip,84.18 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.19,Abdominopelvic Amputation,84.19 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.2,Reattachment Of Extremity,A child code below 84.2 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.21,Thumb Reattachment,84.21 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.22,Finger Reattachment,84.22 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.23,"Forearm, Wrist, Or Hand Reattachment",84.23 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.24,Upper Arm Reattachment,84.24 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.25,Toe Reattachment,84.25 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.26,Foot Reattachment,84.26 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.27,Lower Leg Or Ankle Reattachment,84.27 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.28,Thigh Reattachment,84.28 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.29,Other Reattachment,84.29 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.3,Revision Of Amputation Stump,84.3 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.4,Implantation Or Fitting Of Prosthetic Limb Device,A child code below 84.4 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.40,Implantation Or Fitting Of Prosthetic Limb Device Not Otherwise Specified,84.40 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.41,Fitting Of Prosthesis Of Upper Arm And Shoulder,84.41 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.42,Fitting Of Prosthesis Of Lower Arm And Hand,84.42 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.43,"Fitting Of Prosthesis Of Arm, Not Otherwise Specified",84.43 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.44,Implantation Of Prosthetic Device Of Arm,84.44 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.45,Fitting Of Prosthesis Above Knee,84.45 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.46,Fitting Of Prosthesis Below Knee,84.46 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.47,"Fitting Of Prosthesis Of Leg, Not Otherwise Specified",84.47 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.48,Implantation Of Prosthetic Device Of Leg,84.48 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.5,Implantation Of Other Musculoskeletal Devices And Substances,A child code below 84.5 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.51,Insertion Of Interbody Spinal Fusion Device,84.51 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.52,Insertion Of Recombinant Bone Morphogenetic Protein Rhbmp,84.52 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.53,Implantation Of Internal Limb Lengthening Device With Kinetic Distraction,84.53 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.54,Implantation Of Other Internal Limb Lengthening Device,84.54 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.55,Insertion Of Bone Void Filler,84.55 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.56,Insertion Or Replacement Of (Cement) Spacer,84.56 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.57,Removal Of (Cement) Spacer,84.57 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.59,Insert Of Other Spinal Devices,84.59 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.6,Replacement Of Spinal Disc,A child code below 84.6 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.60,Insertion Of Spinal Disc Prosthesis; Not Otherwise Specified,84.60 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.61,"Insertion Of Partial Spinal Disc Prosthesis, Cervical",84.61 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.62,"Insertion Of Total Spinal Disc Prosthesis, Cervical",84.62 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.63,"Insertion Of Spinal Disc Prosthesis, Thoracic",84.63 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.64,"Insertion Of Partial Spinal Disc Prosthesis, Lumbosacral",84.64 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.65,"Insertion Of Total Spinal Disc Prosthesis, Lumbosacral",84.65 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.66,Revision Or Replacement Of Artificial Spinal Disc Prosthesis,84.66 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.67,"Revision Or Replacement Of Artificial Spinal Disc Prosthesis, Thoracic",84.67 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.68,"Revision Or Replacement Of Artificial Spinal Disc Prosthesis, Lumbosacral",84.68 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.69,"Revision Or Replacement Of Artificial Spinal Disc Prosthesis, Not Otherwise Specified",84.69 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.7,Application Of External Fixator Device,A child code below 84.7 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.71,"Application Of External Fixator Device, Monoplanar System",84.71 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.72,"Application Of External Fixator Device, Ring System",84.72 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.73,Application Of Hybrid External Fixator Device,84.73 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.8,"Insertion, Replacement And Revision Of Posterior Spinal Motion Preservation Device(s)",A child code below 84.8 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.80,Insertion Or Replacement Of Interspinous Process Device(s),84.80 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.81,Revision Of Interspinous Process Device(s),84.81 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.82,Insertion Or Replacement Of Pedicle-Based Dynamic Stabilization Device(s),84.82 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.83,Revision Of Pedicle-Based Dynamic Stabilization Device(s),84.83 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.84,Insertion Or Replacement Of Facet Replacement Device(s),84.84 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.85,Revision Of Facet Replacement Device(s),84.85 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.9,Other Operations On Musculoskeletal System,A child code below 84.9 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
84.91,"Amputation, Not Otherwise Specified",84.91 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.92,Separation Of Equal Conjoined Twins,84.92 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.93,Separation Of Unequal Conjoined Twins,84.93 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.94,Insertion Of Sternal Fixation Device With Rigid Plates,84.94 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
84.99,Other,84.99 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
85,Operations On The Breast,A child code below 85 with greater detail should be used.,85-86 Operations On The Integumentary System
85.0,Mastotomy,85.0 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.1,Diagnostic Procedures On Breast,A child code below 85.1 with greater detail should be used.,85-86 Operations On The Integumentary System
85.11,Closed [Percutaneous] [Needle] Biopsy Of Breast,85.11 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.12,Open Biopsy Of Breast,85.12 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.19,Other Diagnostic Procedures On Breast,85.19 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.2,Excision Or Destruction Of Breast Tissue,A child code below 85.2 with greater detail should be used.,85-86 Operations On The Integumentary System
85.20,"Excision Or Destruction Of Breast Tissue, Not Otherwise Specified",85.20 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.21,Local Excision Of Lesion Of Breast,85.21 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.22,Resection Of Quadrant Of Breast,85.22 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.23,Subtotal Mastectomy,85.23 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.24,Excision Of Ectopic Breast Tissue,85.24 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.25,Excision Of Nipple,85.25 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.3,Reduction Mammoplasty And Subcutaneous Mammectomy,A child code below 85.3 with greater detail should be used.,85-86 Operations On The Integumentary System
85.31,Unilateral Reduction Mammoplasty,85.31 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.32,Bilateral Reduction Mammoplasty,85.32 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.33,Unilateral Subcutaneous Mammectomy With Synchronous Implant,85.33 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.34,Other Unilateral Subcutaneous Mammectomy,85.34 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.35,Bilateral Subcutaneous Mammectomy With Synchronous Implant,85.35 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.36,Other Bilateral Subcutaneous Mammectomy,85.36 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.4,Mastectomy,A child code below 85.4 with greater detail should be used.,85-86 Operations On The Integumentary System
85.41,Unilateral Simple Mastectomy,85.41 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.42,Bilateral Simple Mastectomy,85.42 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.43,Unilateral Extended Simple Mastectomy,85.43 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.44,Bilateral Extended Simple Mastectomy,85.44 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.45,Unilateral Radical Mastectomy,85.45 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.46,Bilateral Radical Mastectomy,85.46 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.47,Unilateral Extended Radical Mastectomy,85.47 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.48,Bilateral Extended Radical Mastectomy,85.48 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.5,Augmentation Mammoplasty,A child code below 85.5 with greater detail should be used.,85-86 Operations On The Integumentary System
85.50,"Augmentation Mammoplasty, Not Otherwise Specified",85.50 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.51,Unilateral Injection Into Breast For Augmentation,85.51 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.52,Bilateral Injection Into Breast For Augmentation,85.52 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.53,Unilateral Breast Implant,85.53 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.54,Bilateral Breast Implant,85.54 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.55,Fat Graft To Breast,85.55 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.6,Mastopexy,85.6 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.7,Total Reconstruction Of Breast,A child code below 85.7 with greater detail should be used.,85-86 Operations On The Integumentary System
85.70,"Total Reconstruction Of Breast, Not Otherwise Specified",85.70 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.71,Latissimus Dorsi Myocutaneous Flap,85.71 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.72,"Transverse Rectus Abdominus Myocutaneous (Tram) Flap, Pedicled",85.72 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.73,"Transverse Rectus Abdominus Myocutaneous (Tram) Flap, Free",85.73 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.74,"Deep Inferior Epigastric Artery Perforator (Diep) Flap, Free",85.74 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.75,"Superficial Inferior Epigastric Artery (Siea) Flap, Free",85.75 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.76,"Gluteal Artery Perforator (Gap) Lap, Free",85.76 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.79,Other Total Reconstruction Of Breast,85.79 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.8,Other Repair And Plastic Operations On Breast,A child code below 85.8 with greater detail should be used.,85-86 Operations On The Integumentary System
85.81,Suture Of Laceration Of Breast,85.81 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.82,Split-Thickness Graft To Breast,85.82 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.83,Full-Thickness Graft To Breast,85.83 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.84,Pedicle Graft To Breast,85.84 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.85,Muscle Flap Graft To Breast,85.85 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.86,Transposition Of Nipple,85.86 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.87,Other Repair Or Reconstruction Of Nipple,85.87 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.89,Other Mammoplasty,85.89 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.9,Other Operations On The Breast,A child code below 85.9 with greater detail should be used.,85-86 Operations On The Integumentary System
85.91,Aspiration Of Breast,85.91 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.92,Injection Of Therapeutic Agent Into Breast,85.92 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.93,Revision Of Implant Of Breast,85.93 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.94,Removal Of Implant Of Breast,85.94 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.95,Insertion Of Breast Tissue Expander,85.95 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.96,Removal Of Breast Tissue Expander(s),85.96 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
85.99,Other,85.99 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86,Operations On Skin And Subcutaneous Tissue,A child code below 86 with greater detail should be used.,85-86 Operations On The Integumentary System
86.0,Incision Of Skin And Subcutaneous Tissue,A child code below 86.0 with greater detail should be used.,85-86 Operations On The Integumentary System
86.01,Aspiration Of Skin And Subcutaneous Tissue,86.01 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.02,Injection Or Tattooing Of Skin Lesion Or Defect,86.02 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.03,Incision Of Pilonidal Sinus Or Cyst,86.03 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.04,Other Incision With Drainage Of Skin And Subcutaneous Tissue,86.04 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.05,Incision With Removal Of Foreign Body From Skin And Subcutaneous Tissue,86.05 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.06,Insertion Of Totally Implantable Infusion Pump,86.06 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.07,Insertion Of Totally Implantable Vascular Access Device [Vad],86.07 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.09,Other Incision Of Skin And Subcutaneous Tissue,86.09 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.1,Diagnostic Procedures On Skin And Subcutaneous Tissue,A child code below 86.1 with greater detail should be used.,85-86 Operations On The Integumentary System
86.11,Closed Biopsy Of Skin And Subcutaneous Tissue,86.11 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.19,Other Diagnostic Procedures On Skin And Subcutaneous Tissue,86.19 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.2,Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,A child code below 86.2 with greater detail should be used.,85-86 Operations On The Integumentary System
86.21,Excision Of Pilonidal Cyst Or Sinus,86.21 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.22,"Excisional Debridement Of Wound, Infection, Or Burn",86.22 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.23,"Removal Of Nail, Nailbed, Or Nail Fold",86.23 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.24,Chemosurgery Of Skin,86.24 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.25,Dermabrasion,86.25 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.26,Ligation Of Dermal Appendage,86.26 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.27,"Debridement Of Nail, Nail Bed, Or Nail Fold",86.27 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.28,"Nonexcisional Debridement Of Wound, Infection, Or Burn",86.28 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.3,Other Local Excision Or Destruction Of Lesion Or Tissue Of Skin And Subcutaneous Tissue,86.3 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.4,Radical Excision Of Skin Lesion,86.4 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.5,Suture Or Other Closure Of Skin And Subcutaneous Tissue,A child code below 86.5 with greater detail should be used.,85-86 Operations On The Integumentary System
86.51,Replantation Of Scalp,86.51 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.59,Closure Of Skin And Subcutaneous Tissue Of Other Sites,86.59 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.6,Free Skin Graft,A child code below 86.6 with greater detail should be used.,85-86 Operations On The Integumentary System
86.60,"Free Skin Graft, Not Otherwise Specified",86.60 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.61,Full-Thickness Skin Graft To Hand,86.61 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.62,Other Skin Graft To Hand,86.62 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.63,Full-Thickness Skin Graft To Other Sites,86.63 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.64,Hair Transplant,86.64 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.65,Heterograft To Skin,86.65 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.66,Homograft To Skin,86.66 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.67,Dermal Regenerative Graft,86.67 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.69,Other Skin Graft To Other Sites,86.69 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.7,Pedicle Grafts Or Flaps,A child code below 86.7 with greater detail should be used.,85-86 Operations On The Integumentary System
86.70,"Pedicle Or Flap Graft, Not Otherwise Specified",86.70 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.71,Cutting And Preparation Of Pedicle Grafts Or Flaps,86.71 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.72,Advancement Of Pedicle Graft,86.72 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.73,Attachment Of Pedicle Or Flap Graft To Hand,86.73 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
